retail client,article code,promotion type,week,year
Plus,259121,week,29,2018
Detailresult,888749,week,29,2018
Detailresult,887915,week,29,2018
Detailresult,819962,week,29,2018
Detailresult,811366,week,29,2018
Vomar,259121,week,29,2018
Vomar,262005,week,29,2018
Hoogvliet,262005,regular,29,2018
Hoogvliet,813408,regular,29,2018
Jan Linders,807905,week,29,2018
Coop,865639,week,29,2018
Poiesz,863672,week,29,2018
Poiesz,808557,week,29,2018
Poiesz,881699,week,29,2018
Smeding,211359,week,29,2018
Smeding,876018,week,29,2018
Smeding,878134,week,29,2018
Jumbo,803331,regular,29,2018
Jumbo,879327,regular,29,2018
Jumbo,813599,regular,29,2018
Jumbo,879252,regular,29,2018
Jumbo,815464,regular,29,2018
Jumbo,888881,regular,29,2018
Jumbo,817963/887931,regular,29,2018
Jumbo,213743,regular,29,2018
Detailresult,887747/887746,week,30,2018
Detailresult,891565,week,30,2018
Detailresult,891538,week,30,2018
Detailresult,876563,week,30,2018
Detailresult,891123,week,30,2018
Detailresult,888866,week,30,2018
Detailresult,876266,week,30,2018
Detailresult,807887,week,30,2018
Detailresult,865637,week,30,2018
Plus,887881,week,30,2018
Plus,801639,week,30,2018
Plus,801507,week,30,2018
Plus,885594,week,30,2018
Plus,879359,regular,30,2018
Plus,802623,week,30,2018
Hoogvliet,879830,regular,30,2018
Hoogvliet,891643,regular,30,2018
Vomar,822964,week,30,2018
Smeding,211359,week,30,2018
Smeding,876018,week,30,2018
Deen,213743,regular,30,2018
Poiesz,808456,week,30,2018
Poiesz,881699,week,30,2018
Jumbo,880665,regular,30,2018
Jumbo,842697,regular,30,2018
Jumbo,842236,regular,30,2018
Jumbo,878567,regular,30,2018
Jumbo,880239,regular,30,2018
Jumbo,881017,regular,30,2018
Jumbo,881115,regular,30,2018
Jumbo,881145,regular,30,2018
Jumbo,813599,regular,30,2018
Jumbo,879249,regular,30,2018
Jumbo,879327,regular,30,2018
Jumbo,830419,regular,30,2018
Jumbo,888881,regular,30,2018
Plus,803281,weekend,31,2018
Plus,891391,week,31,2018
Plus,891400,week,31,2018
Plus,802315,week,31,2018
Plus,266127,week,31,2018
Plus,881754,week,31,2018
Plus,865642,week,31,2018
Detailresult,801773,week,31,2018
Detailresult,811366,week,31,2018
Detailresult,213836,week,31,2018
Detailresult,813009,week,31,2018
Deen,814636,week,31,2018
Boni,215669,regular,31,2018
Hoogvliet,880680,regular,31,2018
Hoogvliet,259121,regular,31,2018
Hoogvliet,262005,regular,31,2018
Vomar,879165,week,31,2018
Vomar,822964,week,31,2018
Vomar,814313,week,31,2018
Smeding,211359,week,31,2018
Smeding,876018,week,31,2018
Boon,805981,week,31,2018
Poiesz,823327,week,31,2018
Poiesz,808557,week,31,2018
Poiesz,801339,week,31,2018
Poiesz,213836,week,31,2018
Poiesz,822964,week,31,2018
Poiesz,811369,week,31,2018
Jumbo,880665,regular,31,2018
Jumbo,842697,regular,31,2018
Jumbo,842236,regular,31,2018
Jumbo,878567,regular,31,2018
Jumbo,880239,regular,31,2018
Jumbo,881017,regular,31,2018
Jumbo,881115,regular,31,2018
Jumbo,881145,regular,31,2018
Jumbo,813599,regular,31,2018
Jumbo,879249,regular,31,2018
Jumbo,879327,regular,31,2018
Jumbo,830419,regular,31,2018
Jumbo,888881,regular,31,2018
Plus,884932,week,32,2018
Plus,888287,week,32,2018
Plus,888380,week,32,2018
Plus,888295,week,32,2018
Plus,887583,week,32,2018
Plus,822964,week,32,2018
Plus ,801505,week,32,2018
Plus,865642,week,32,2018
Plus,262005,weekend,32,2018
Detailresult,"9,60887747/887746",week,32,2018
Detailresult,891565,week,32,2018
Detailresult,891538,week,32,2018
Detailresult,801773,regular,32,2018
Detailresult,819962,week,32,2018
Smeding,880680,week,32,2018
Coop,807907,week,32,2018
Jan Linders,814312,week,32,2018
Vomar,805981,week,32,2018
Poiesz,880235,week,32,2018
Poiesz,880889,week,32,2018
Poiesz,881699,week,32,2018
Hoogvliet,807906,regular,32,2018
Hoogvliet,814636,regular,32,2018
Hoogvliet,878807,regular,32,2018
Jumbo,880665,regular,32,2018
Jumbo,842697,regular,32,2018
Jumbo,842236,regular,32,2018
Jumbo,878567,regular,32,2018
Jumbo,880239,regular,32,2018
Jumbo,881017,regular,32,2018
Jumbo,881115,regular,32,2018
Jumbo,881145,regular,32,2018
Jumbo,813599,regular,32,2018
Jumbo,879249,regular,32,2018
Jumbo,879327,regular,32,2018
Detailresult,822964,week,33,2018
Detailresult,213743,week,33,2018
Detailresult,878805,week,33,2018
Detailresult,866309,week,33,2018
Detailresult,842422,regular,33,2018
Detailresult,807905,week,33,2018
Plus,891537,week,33,2018
Plus,885594,weekend,33,2018
Plus,266127,week,33,2018
Plus,882187,weekend,33,2018
Smeding,807906,week,33,2018
Smeding,880924,week,33,2018
Hoogvliet,878807,regular,33,2018
Vomar,807906,week,33,2018
Vomar,231643,week,33,2018
Vomar,262005,week,33,2018
Boon,262005,week,33,2018
Poiesz,808456,week,33,2018
Poiesz,880680,week,33,2018
Poiesz,872067,week,33,2018
Poiesz,814313,week,33,2018
Poiesz,807906,week,33,2018
Poiesz,880235,week,33,2018
Poiesz,885947,week,33,2018
Poiesz,812742,week,33,2018
Jumbo,880665,regular,33,2018
Jumbo,842697,regular,33,2018
Jumbo,842236,regular,33,2018
Jumbo,878567,regular,33,2018
Jumbo,880239,regular,33,2018
Jumbo,881017,regular,33,2018
Jumbo,881115,regular,33,2018
Jumbo,881145,regular,33,2018
Jumbo,813599,regular,33,2018
Jumbo,879249,regular,33,2018
Jumbo,879327,regular,33,2018
Jumbo,,regular,33,2018
Jumbo,882407,regular,33,2018
Jumbo,877968,regular,33,2018
Detailresult,259668,week,34,2018
Detailresult,822964,regular,34,2018
Detailresult,819962,week,34,2018
Detailresult,811366,week,34,2018
Plus,880296,week,34,2018
Plus,803281,week,34,2018
Plus,891537,week,34,2018
Plus,213743,week,34,2018
Hoogvliet,262005,regular,34,2018
Deen,849591,week,34,2018
Coop,876385,week,34,2018
Coop,841878,week,34,2018
Coop,807907,week,34,2018
Vomar,879165,week,34,2018
Vomar,865639,week,34,2018
Boon,822964,week,34,2018
Poiesz,861800,week,34,2018
Poiesz,808557,week,34,2018
Jumbo,881237,regular,34,2018
Jumbo,881176,regular,34,2018
Jumbo,890272/ 890273/ 890274,regular,34,2018
Jumbo,888488/888489/888490,regular,34,2018
Jumbo,882638,regular,34,2018
Jumbo,882630,regular,34,2018
Jumbo,882671,regular,34,2018
Jumbo,882669,regular,34,2018
Jumbo,882670,regular,34,2018
Jumbo,882668,regular,34,2018
Jumbo,884952,regular,34,2018
Jumbo,882664,regular,34,2018
Jumbo,882663,regular,34,2018
Jumbo,882665,regular,34,2018
Jumbo,888592,regular,34,2018
Jumbo,886970,regular,34,2018
Jumbo,888607,regular,34,2018
Jumbo,880890,regular,34,2018
Jumbo,830419,regular,34,2018
Detailresult,888974,week,35,2018
Detailresult,887915,week,35,2018
Detailresult,"9,60887747/887746",week,35,2018
Detailresult,891565,week,35,2018
Detailresult,891538,week,35,2018
Detailresult,822964,regular,35,2018
Detailresult,811366,regular,35,2018
Plus,891391/394,week,35,2018
Plus,891403,week,35,2018
Plus,885594,week,35,2018
Plus,266128/266127,week,35,2018
Plus,822964,week,35,2018
Plus,801639,week,35,2018
Plus,889940,week,35,2018
Plus,887881,week,35,2018
Plus,807906,week,35,2018
Plus,801505,week,35,2018
Plus,259668,week,35,2018
Vomar,259121,week,35,2018
Vomar,822964,week,35,2018
Deen,814636,week,35,2018
Boon,805981,week,35,2018
Smeding,876565,week,35,2018
Smeding,880924,regular,35,2018
Poiesz,883718,week,35,2018
Poiesz,872479,week,35,2018
Poiesz,880683,week,35,2018
Poiesz,808456,week,35,2018
Hoogvliet,807906,regular,35,2018
Hoogvliet,814636,regular,35,2018
Jumbo,881237,regular,35,2018
Jumbo,881176,regular,35,2018
Jumbo,890272/ 890273/ 890274,regular,35,2018
Jumbo,888488/888489/888490,regular,35,2018
Jumbo,882638,regular,35,2018
Jumbo,882630,regular,35,2018
Jumbo,882671,regular,35,2018
Jumbo,882669,regular,35,2018
Jumbo,882670,regular,35,2018
Jumbo,882668,regular,35,2018
Jumbo,884952,regular,35,2018
Jumbo,882664,regular,35,2018
Jumbo,882663,regular,35,2018
Jumbo,882665,regular,35,2018
Jumbo,888592,regular,35,2018
Jumbo,886970,regular,35,2018
Jumbo,888607,regular,35,2018
Jumbo,880890,regular,35,2018
Jumbo,806540,regular,35,2018
DRG,865733,week,36,2018
DRG,213743,week,36,2018
DRG,885853,week,36,2018
DRG,813009,week,36,2018
DRG,811309,week,36,2018
DRG,259668,week,36,2018
Plus,822184,week,36,2018
Plus,822188,week,36,2018
Plus,802315,week,36,2018
Plus,890214,week,36,2018
Plus,882187,week,36,2018
Plus,266128,week,36,2018
Plus,801642,regular,36,2018
Deen,259121,week,36,2018
Coop,807907,week,36,2018
Hoogvliet,872941,regular,36,2018
Vomar,231643,week,36,2018
Smeding,880680/872941,week,36,2018
Smeding,808389,week,36,2018
Boni,865733,regular,36,2018
Boni,865642,regular,36,2018
Poiesz,882069,week,36,2018
Poiesz,872941,week,36,2018
Poiesz,872067,week,36,2018
Poiesz,807906,week,36,2018
Poiesz,880235,week,36,2018
Poiesz,213836,week,36,2018
Jumbo,881237,regular,36,2018
Jumbo,881176,regular,36,2018
Jumbo,890272/ 890273/ 890274,regular,36,2018
Jumbo,888488/888489/888490,regular,36,2018
Jumbo,882638,regular,36,2018
Jumbo,882630,regular,36,2018
Jumbo,882671,regular,36,2018
Jumbo,882669,regular,36,2018
Jumbo,882670,regular,36,2018
Jumbo,882668,regular,36,2018
Jumbo,884952,regular,36,2018
Jumbo,882664,regular,36,2018
Jumbo,882663,regular,36,2018
Jumbo,882665,regular,36,2018
Jumbo,888592,regular,36,2018
Jumbo,886970,regular,36,2018
Jumbo,888607,regular,36,2018
Jumbo,264648,regular,36,2018
Jumbo,805698,regular,36,2018
Jumbo,830419,regular,36,2018
Plus,803281,week,37,2018
Plus,878487,week,37,2018
Plus,891918,week,37,2018
Plus,804298,week,37,2018
Plus,801987,weekend,37,2018
Plus,871882,week,37,2018
Detailresult,822964,week,37,2018
Detailresult,887747/746,week,37,2018
Detailresult,891565,week,37,2018
Detailresult,891538,week,37,2018
Detailresult,888866,week,37,2018
Detailresult,875995,week,37,2018
Detailresult,888974,week,37,2018
Hoogvliet,878807,regular,37,2018
Poiesz,822964,week,37,2018
Vomar,865641/814312,week,37,2018
Jumbo,880890,regular,37,2018
Jumbo,881237,regular,37,2018
Jumbo,881176,regular,37,2018
Jumbo,890272/ 890273/ 890274,regular,37,2018
Jumbo,888488/888489/888490,regular,37,2018
Jumbo,882638,regular,37,2018
Jumbo,882630,regular,37,2018
Jumbo,882671,regular,37,2018
Jumbo,882669,regular,37,2018
Jumbo,882670,regular,37,2018
Jumbo,882668,regular,37,2018
Jumbo,884952,regular,37,2018
Jumbo,882664,regular,37,2018
Jumbo,882663,regular,37,2018
Jumbo,882665,regular,37,2018
Jumbo,888592,regular,37,2018
Jumbo,886970,regular,37,2018
Jumbo,888607,regular,37,2018
Jumbo,880890,regular,37,2018
Vomar,,regular,37,2018
Plus,,regular,37,2018
Detailresult,259668,week,38,2018
Detailresult,213743,week,38,2018
Detailresult,811366,week,38,2018
Detailresult,819962,week,38,2018
Detailresult,887747,week,38,2018
Detailresult,891538,week,38,2018
Plus,886158,week,38,2018
Plus,886159,week,38,2018
Plus,886157,week,38,2018
Plus,886161,week,38,2018
Plus,886160,week,38,2018
Plus,886739,week,38,2018
Plus,886741,week,38,2018
Plus,801642,week,38,2018
Plus,822188,week,38,2018
Plus,822186,week,38,2018
Plus,878805,weekend,38,2018
Plus,872928,regular,38,2018
Plus,804298,week,38,2018
Boni,822964,regular,38,2018
Poiesz,882069,week,38,2018
Poiesz,893023,week,38,2018
Hoogvliet,876346,regular,38,2018
Smeding,865734,week,38,2018
Smeding,878134,week,38,2018
Vomar,879165,week,38,2018
Jumbo,881237,regular,38,2018
Jumbo,881176,regular,38,2018
Jumbo,890272/ 890273/ 890274,regular,38,2018
Jumbo,888488/888489/888490,regular,38,2018
Jumbo,882638,regular,38,2018
Jumbo,882630,regular,38,2018
Jumbo,882671,regular,38,2018
Jumbo,882669,regular,38,2018
Jumbo,882670,regular,38,2018
Jumbo,882668,regular,38,2018
Jumbo,884952,regular,38,2018
Jumbo,882664,regular,38,2018
Jumbo,882663,regular,38,2018
Jumbo,882665,regular,38,2018
Jumbo,888592,regular,38,2018
Jumbo,886970,regular,38,2018
Jumbo,888607,regular,38,2018
Jumbo,880669,regular,38,2018
Jumbo,805698,regular,38,2018
Plus,886741,week,40,2018
Plus,886739,week,40,2018
Plus,886740,week,40,2018
Plus,886738,week,40,2018
Plus,892633,week,40,2018
Plus,892634,week,40,2018
Plus,892881,week,40,2018
Plus,259668,week,40,2018
Plus,262005,week,40,2018
Plus,888295,week,40,2018
Plus,822184,week,40,2018
Plus,892618,week,40,2018
Detailresult,878805,regular,40,2018
Detailresult,811366,week,40,2018
Detailresult,811309,week,40,2018
Detailresult,893356,week,40,2018
Hoogvliet,865733,regular,40,2018
Hoogvliet,865640,regular,40,2018
Hoogvliet,872941,regular,40,2018
Hoogvliet,259121,regular,40,2018
Poiesz,872941,week,40,2018
Poiesz,213836,week,40,2018
Poiesz,880683,week,40,2018
Smeding,808389,week,40,2018
Jumbo,806540,regular,40,2018
Jumbo,885565,regular,40,2018
Jumbo,881176,regular,40,2018
Jumbo,890272,regular,40,2018
Jumbo,839883,regular,40,2018
Jumbo,880669,regular,40,2018
Jumbo,882407,regular,40,2018
Jumbo,888487,regular,40,2018
Detailresult,811366,week,39,2018
Detailresult,888866,week,39,2018
Detailresult,887316,week,39,2018
Detailresult,259668,week,39,2018
Coop,807907,regular,39,2018
Plus,881754,week,39,2018
Plus,803281,week,39,2018
Plus,892618,week,39,2018
Plus,875380,week,39,2018
Plus,878485,regular,39,2018
Plus,801639,weekend,39,2018
Jan Linders,865733,week,39,2018
Hoogvliet,259121,regular,39,2018
Poiesz,880683,week,39,2018
Poiesz,814313,week,39,2018
Smeding,872941,week,39,2018
Deen,865640,week,39,2018
Boni,817618,regular,39,2018
Jumbo,881237,regular,39,2018
Jumbo,881176,regular,39,2018
Jumbo,890272/ 890273/ 890274,regular,39,2018
Jumbo,888488/888489/888490,regular,39,2018
Jumbo,882638,regular,39,2018
Jumbo,882630,regular,39,2018
Jumbo,882671,regular,39,2018
Jumbo,882669,regular,39,2018
Jumbo,882670,regular,39,2018
Jumbo,882668,regular,39,2018
Jumbo,884952,regular,39,2018
Jumbo,882664,regular,39,2018
Jumbo,882663,regular,39,2018
Jumbo,882665,regular,39,2018
Jumbo,888592,regular,39,2018
Jumbo,886970,regular,39,2018
Jumbo,888607,regular,39,2018
Jumbo,880665/262006,regular,39,2018
Jumbo,876362,regular,39,2018
Poiesz,,regular,39,2018
Plus,892904,week,41,2018
Plus,892905,week,41,2018
Plus,892685,week,41,2018
Plus,892663,week,41,2018
Plus,891394,week,41,2018
Plus,873102,week,41,2018
Plus,893019,week,41,2018
Plus,879165,week,41,2018
Plus,881754,weekend,41,2018
Hoogvliet,262005,regular,41,2018
Vomar,259121,week,41,2018
Vomar,807906,week,41,2018
Detailresult,878805,week,41,2018
Detailresult,893019,week,41,2018
Smeding,891176,week,41,2018
Smeding,891177,week,41,2018
Smeding,893248,week,41,2018
Jumbo,806540,regular,41,2018
Jumbo,885565,regular,41,2018
Jumbo,881176,regular,41,2018
Jumbo,890272,regular,41,2018
Jumbo,839883,regular,41,2018
Jumbo,262784,regular,41,2018
Jumbo,883581,regular,41,2018
Jan Linders,865643,week,41,2018
Poiesz,865733,week,41,2018
Poiesz,801339,week,41,2018
Poiesz,876358,week,41,2018
Poiesz,887311,week,41,2018
Detailresult,259668,week,42,2018
Detailresult,819962,week,42,2018
Detailresult,893356,week,42,2018
Plus,892905,week,42,2018
Plus,822188,week,42,2018
Plus,822222,week,42,2018
Plus,890194,week,42,2018
Plus,884932,week,42,2018
Plus,801642,week,42,2018
Plus,262005,week,42,2018
Smeding,872941,regular,42,2018
Hoogvliet,878807,regular,42,2018
Coop,888254,regular,42,2018
Boni,817618,regular,42,2018
Jumbo,806540,regular,42,2018
Jumbo,885565,regular,42,2018
Jumbo,881176,regular,42,2018
Jumbo,890272,regular,42,2018
Jumbo,839883,regular,42,2018
Jumbo,880665,regular,42,2018
Jumbo,883581,regular,42,2018
Jumbo,882581,regular,42,2018
Vomar,879165,week,42,2018
Vomar,865643,week,42,2018
Deen,865735,week,42,2018
Poiesz,231643,week,42,2018
Poiesz,882069,week,42,2018
Poiesz,882071,week,42,2018
Plus,,regular,42,2018
Detailresult,259668,regular,43,2018
Coop,841878,regular,43,2018
Plus,801639,week,43,2018
Plus,822184,week,43,2018
Plus,879165,week,43,2018
Plus,892904,weekend,43,2018
Jumbo,806540,regular,43,2018
Jumbo,885565,regular,43,2018
Jumbo,881176,regular,43,2018
Jumbo,890272,regular,43,2018
Jumbo,839883,regular,43,2018
Jumbo,819899,regular,43,2018
Jumbo,882408,regular,43,2018
Jumbo,882581,regular,43,2018
Smeding,876358,week,43,2018
Vomar,262005,week,43,2018
Linders,865733,week,43,2018
Linders,865643,week,43,2018
Boon,893469,week,43,2018
Poiesz,865643,week,43,2018
Poiesz,812742,week,43,2018
Poiesz,876358,week,43,2018
Hoogvliet,262005,regular,43,2018
Plus,262005,week,44,2018
Plus,804298,week,44,2018
Plus,259668,weekend,44,2018
Plus,881754,week,44,2018
Plus,886158,week,44,2018
Plus,886159,week,44,2018
Plus,886157,week,44,2018
Plus,886161,week,44,2018
Plus,886160,week,44,2018
Plus,801509,week,44,2018
Plus,888295,week,44,2018
Plus,822184,week,44,2018
Hoogvliet,259121,regular,44,2018
Detailresult,878805,week,44,2018
Detailresult,887865,week,44,2018
Linders,893878,week,44,2018
Poiesz,893469,week,44,2018
Poiesz,213836,regular,44,2018
Boon,865736,week,44,2018
Boni,213743,weekend,44,2018
Vomar,,regular,44,2018
Jumbo,806540,regular,44,2018
Jumbo,885565,regular,44,2018
Jumbo,881176,regular,44,2018
Jumbo,890272,regular,44,2018
Jumbo,839883,regular,44,2018
Jumbo,880669,regular,44,2018
Jumbo,842866,regular,44,2018
Jumbo,882407,regular,44,2018
Detailresult,819962,week,45,2018
Detailresult,887316,week,45,2018
Plus,822223,week,45,2018
Plus,893548,weekend,45,2018
Plus,892904,week,45,2018
Coop,865735,week,45,2018
Coop,841878,week,45,2018
Coop,876385,week,45,2018
Hoogvliet,865733,regular,45,2018
Hoogvliet,841045,regular,45,2018
Hoogvliet,262005,regular,45,2018
Hoogvliet,812742,regular,45,2018
Hoogvliet,268364,regular,45,2018
Hoogvliet,878807,regular,45,2018
Boni,893878,regular,45,2018
Deen,841045,week,45,2018
Vomar,865734,week,45,2018
Vomar,262005,week,45,2018
Poiesz,865733,week,45,2018
Poiesz,213836,week,45,2018
Poiesz,885935,week,45,2018
Poeisz,808658,week,45,2018
Jumbo,262784,regular,45,2018
Jumbo,806540,regular,45,2018
Jumbo,volgt,regular,45,2018
Jumbo,883024,regular,45,2018
Jumbo,883883,regular,45,2018
Jumbo,882663,regular,45,2018
Jumbo,882664,regular,45,2018
Jumbo,882666,regular,45,2018
Jumbo,882665,regular,45,2018
Jumbo,884952,regular,45,2018
Jumbo,882668,regular,45,2018
Jumbo,882669,regular,45,2018
Jumbo,882670,regular,45,2018
Jumbo,882671,regular,45,2018
Jumbo,893246,regular,45,2018
Jumbo,893245,regular,45,2018
Jumbo,893027,regular,45,2018
Jumbo,893026,regular,45,2018
Jumbo,886970,regular,45,2018
Jumbo,881235,regular,45,2018
Jumbo,878847,regular,45,2018
Detailresult,888334,week,46,2018
Detailresult,259668,week,46,2018
Plus,893879,week,46,2018
Plus,804912,week,46,2018
Plus,822188,week,46,2018
Plus,822184,week,46,2018
Plus,802315,weekend,46,2018
Boni,843295,regular,46,2018
Boni,213743,regular,46,2018
Vomar,231643,week,46,2018
Vomar,885355,week,46,2018
Vomar,863405,week,46,2018
Vomar,808415,week,46,2018
Vomar,812714,week,46,2018
Vomar,259121,week,46,2018
Hoogvliet,,regular,46,2018
Jan Linders,865733,week,46,2018
Boon,805981,week,46,2018
Poiesz,812742,week,46,2018
Poiesz,887311,week,46,2018
Poiesz,876358/880683,week,46,2018
Jumbo,806540,regular,46,2018
Jumbo,volgt,regular,46,2018
Jumbo,volgt,regular,46,2018
Jumbo,883883,regular,46,2018
Jumbo,882663,regular,46,2018
Jumbo,882664,regular,46,2018
Jumbo,882666,regular,46,2018
Jumbo,882665,regular,46,2018
Jumbo,884952,regular,46,2018
Jumbo,882668,regular,46,2018
Jumbo,882669,regular,46,2018
Jumbo,882670,regular,46,2018
Jumbo,882671,regular,46,2018
Jumbo,893246,regular,46,2018
Jumbo,893245,regular,46,2018
Jumbo,893027,regular,46,2018
Jumbo,893026,regular,46,2018
Jumbo,886970,regular,46,2018
Jumbo,880669,regular,46,2018
Jumbo,885854,regular,46,2018
Jumbo,878847,regular,46,2018
Plus,886741,week,47,2018
Plus,886739,week,47,2018
Plus,886740,week,47,2018
Plus,886738,week,47,2018
Plus,892633,week,47,2018
Plus,892634,week,47,2018
Plus,865734,week,47,2018
Plus,259668,weekend,47,2018
Plus,875380,week,47,2018
Plus,894234,regular,47,2018
Detailresult,882104,week,47,2018
Detailresult,887865,week,47,2018
Coop,841878,regular,47,2018
Boni,872479,regular,47,2018
Jan Linders,893878,week,47,2018
Poiesz,880683,week,47,2018
Jumbo,806540,regular,47,2018
Jumbo,volgt,regular,47,2018
Jumbo,volgt,regular,47,2018
Jumbo,883883,regular,47,2018
Jumbo,880890,regular,47,2018
Jumbo,840452,regular,47,2018
Jumbo,813392/813326,regular,47,2018
Detailresult,259668,week,48,2018
Detailresult,893469,week,48,2018
Detailresult,887915,week,48,2018
Detailresult,811366,week,48,2018
Hoogvliet,893881,regular,48,2018
Plus,893879,week,48,2018
Plus,802315,week,48,2018
Plus,892904,week,48,2018
Plus,891918,week,48,2018
Plus,883854,week,48,2018
Coop,841047,regular,48,2018
Vomar,882949,week,48,2018
Smeding,865733,week,48,2018
Poiesz,841045,week,48,2018
Poiesz,880683,week,48,2018
Jumbo,806540,regular,48,2018
Jumbo,volgt,regular,48,2018
Jumbo,volgt,regular,48,2018
Jumbo,883883,regular,48,2018
Jumbo,842866,regular,48,2018
Jumbo,841045,week,48,2018
Jumbo,819899,regular,48,2018
Jumbo,878847,regular,48,2018
Plus,804298,week,49,2018
Plus,894030,week,49,2018
Plus,894655,week,49,2018
Plus,805719,week,49,2018
Plus,888121,weekend,49,2018
Detailresult,893356,week,49,2018
Detailresult,893469,week,49,2018
Deen,841045,week,49,2018
Jumbo,888655,regular,49,2018
Jumbo,882581,regular,49,2018
Jumbo,805951,regular,49,2018
Jumbo,894374,regular,49,2018
Jumbo,885802,regular,49,2018
Jumbo,262784,regular,49,2018
Jumbo,873470,regular,49,2018
Jumbo,880890,regular,49,2018
Jumbo,842236,regular,49,2018
Jumbo,887989,regular,49,2018
Vomar,,regular,49,2018
Boni,872479,regular,49,2018
Deka,,regular,49,2018
Jan Linders,893878,week,49,2018
Jan Linders,894119,week,49,2018
Jan Linders,873889,week,49,2018
Poeisz,213836,week,49,2018
Poiesz,887312,week,49,2018
Poiesz,880683,week,49,2018
Poiesz,886224,week,49,2018
Poiesz,865733,week,49,2018
Poiesz,231643,week,49,2018
Hoogvliet,872459,regular,49,2018
Plus,891918,week,50,2018
Plus,802315,weekend,50,2018
Plus,888249,regular,50,2018
Coop,894032,regular,50,2018
Smeding,808385,week,50,2018
Smeding,880683,week,50,2018
Jan Linders,894119,week,50,2018
Jan Linders,873889,week,50,2018
Hoogvliet,872479,regular,50,2018
Hoogvliet,807905,regular,50,2018
Hoogvliet,841045,regular,50,2018
Boon,893469,week,50,2018
Jumbo,878567,regular,50,2018
Jumbo,888655,regular,50,2018
Jumbo,882581,regular,50,2018
Jumbo,805951,regular,50,2018
Jumbo,262784,regular,50,2018
Jumbo,873470,regular,50,2018
Jumbo,880890,regular,50,2018
Jumbo,894374,regular,50,2018
Jumbo,885802,regular,50,2018
Jumbo,878852,regular,50,2018
Detailresult,259668,regular,51,2018
Detailresult,811366,regular,51,2018
Detailresult,886706,regular,51,2018
Plus,804298,week,51,2018
Plus,259668,week,51,2018
PLus,874422,week,51,2018
Plus,893879,week,51,2018
Plus,874568,week,51,2018
Coop,807907,week,51,2018
Deen,894546,week,51,2018
Boni,893878,regular,51,2018
Jan Linders,894119,week,51,2018
Jan Linders,873889,week,51,2018
Vomar,824795,week,51,2018
Jumbo,888655,regular,51,2018
Jumbo,882581,regular,51,2018
Jumbo,805951,seasonal,51,2018
Jumbo,262784,regular,51,2018
Jumbo,873470,regular,51,2018
Jumbo,880890,regular,51,2018
Jumbo,894374,regular,51,2018
Jumbo,885802,regular,51,2018
Jumbo,841824,regular,51,2018
Jumbo,880813,regular,51,2018
Detailresult,892901,week,52,2018
Detailresult,896648/896647,week,52,2018
Boni,808719,regular,52,2018
Boni,841044,regular,52,2018
Jan Linders,893878,week,52,2018
Plus,246874,regular,52,2018
Plus,894986,regular,52,2018
Plus,804298,regular,52,2018
Plus,259668,regular,52,2018
PLus,874422,regular,52,2018
Plus,893879,regular,52,2018
Plus,874568,regular,52,2018
Boon,841044,regular,52,2018
Poiesz,808720,week,52,2018
Jumbo,896345,regular,52,2018
Jumbo,882666,regular,52,2018
Jumbo,888655,regular,52,2018
Jumbo,882581,regular,52,2018
Jumbo,805951,seasonal,52,2018
Jumbo,262784,regular,52,2018
Jumbo,873470,regular,52,2018
Jumbo,880890,regular,52,2018
Jumbo,894374,regular,52,2018
Jumbo,885802,regular,52,2018
Plus,802315,weekend,1,2019
Plus,894987,week,1,2019
Hoogvliet,841045,regular,1,2019
Hoogvliet,808719,regular,1,2019
Smeding,808720,week,1,2019
Jumbo,884867,regular,1,2019
Jumbo,878567,regular,1,2019
Jumbo,861202,regular,1,2019
Jumbo,894376,seasonal,1,2019
Jumbo,888655,seasonal,1,2019
Jumbo,885802,seasonal,1,2019
Jumbo,875671,regular,1,2019
Detailresult,874991,week,1,2019
Detailresult,841656,week,1,2019
Detailresult,811366,week,1,2019
Detailresult,897198,week,1,2019
Coop,894032,week,1,2019
Coop,841878,week,1,2019
Vomar,812714,week,1,2019
Poiesz,231643,week,1,2019
Plus,841045,week,2,2019
Plus,801526,week,2,2019
Plus,874420,week,2,2019
Boni,872479,regular,2,2019
Vomar,231643,week,2,2019
Detailresult,874991,regular,2,2019
Detailresult,841656,regular,2,2019
Poiesz,882071,week,2,2019
Poiesz,841045,week,2,2019
Jumbo,878567,regular,2,2019
Jumbo,885178/179,regular,2,2019
Jumbo,884867,regular,2,2019
Jumbo,894376,seasonal,2,2019
Jumbo,888655,seasonal,2,2019
Jumbo,885802,seasonal,2,2019
Jumbo,886970,regular,2,2019
Jumbo,882671,regular,2,2019
Jumbo,884952,regular,2,2019
Jumbo,882669,regular,2,2019
Jumbo,882668,regular,2,2019
Jumbo,882670,regular,2,2019
Jumbo,893027,regular,2,2019
Jumbo,895253,regular,2,2019
Jumbo,894169,regular,2,2019
Jumbo,886592,regular,2,2019
Jumbo,882666,regular,2,2019
Jumbo,882665,regular,2,2019
Jumbo,882663,regular,2,2019
Jumbo,882664,regular,2,2019
Jumbo,895254,regular,2,2019
Detailresult,892901,week,3,2019
Detailresult,896648,week,3,2019
Plus,893879,week,3,2019
Plus,895923,week,3,2019
Plus,892904,week,3,2019
Plus,808719,week,3,2019
Plus,888066,regular,3,2019
Boni,893878,regular,3,2019
Vomar,895932,week,3,2019
Vomar,808720,week,3,2019
